start,end,worker_id,source,mapping.name,exportID,records.size,message.count,record.id,rdf.file.size
1545668530249,1545668562571,122245f8-ac62-4324-a138-aaffa2888c26,https://ckan-d4s.d4science.org/,Mapping115,1e50e6c3-ae38-4653-8b3f-80e9ba97c6f7,100,4,6a0e677a-e53e-4064-9b76-d9801a0efc60,19006,
1545668562638,1545668566464,122245f8-ac62-4324-a138-aaffa2888c26,https://ckan-d4s.d4science.org/,Mapping115,1e50e6c3-ae38-4653-8b3f-80e9ba97c6f7,100,12,fc7b5d44-b936-46dd-93c5-c5238b0a986e,16634,
1545668566483,1545668569412,122245f8-ac62-4324-a138-aaffa2888c26,https://ckan-d4s.d4science.org/,Mapping115,1e50e6c3-ae38-4653-8b3f-80e9ba97c6f7,100,20,6e9a8275-392f-441d-8798-0008f2a31798,15077,
1545668569433,1545668572287,122245f8-ac62-4324-a138-aaffa2888c26,https://ckan-d4s.d4science.org/,Mapping115,1e50e6c3-ae38-4653-8b3f-80e9ba97c6f7,100,28,fa788909-3782-440d-aa90-e5c41376fe17,16156,
1545668572303,1545668575336,122245f8-ac62-4324-a138-aaffa2888c26,https://ckan-d4s.d4science.org/,Mapping115,1e50e6c3-ae38-4653-8b3f-80e9ba97c6f7,100,36,b64dbed3-31f5-430a-a9c8-9716ccc8c1e7,19005,
1545668575388,1545668578227,122245f8-ac62-4324-a138-aaffa2888c26,https://ckan-d4s.d4science.org/,Mapping115,1e50e6c3-ae38-4653-8b3f-80e9ba97c6f7,100,44,be322cea-4dd5-41ef-9e01-ab111b7a0d98,16620,
1545668578261,1545668580881,122245f8-ac62-4324-a138-aaffa2888c26,https://ckan-d4s.d4science.org/,Mapping115,1e50e6c3-ae38-4653-8b3f-80e9ba97c6f7,100,52,dbddaf77-d986-46d1-91dc-c0804fca508b,16215,
1545668580914,1545668583726,122245f8-ac62-4324-a138-aaffa2888c26,https://ckan-d4s.d4science.org/,Mapping115,1e50e6c3-ae38-4653-8b3f-80e9ba97c6f7,100,60,ff1df6c1-390a-439e-b172-dabee6f73617,19029,
1545668583750,1545668586231,122245f8-ac62-4324-a138-aaffa2888c26,https://ckan-d4s.d4science.org/,Mapping115,1e50e6c3-ae38-4653-8b3f-80e9ba97c6f7,100,68,91ab47f1-a85f-47cd-88b9-23537ca0478c,16997,
1545668586260,1545668588638,122245f8-ac62-4324-a138-aaffa2888c26,https://ckan-d4s.d4science.org/,Mapping115,1e50e6c3-ae38-4653-8b3f-80e9ba97c6f7,100,76,8c7829a7-2942-4fab-b118-4aecdc7023d8,19024,
1545668588655,1545668590380,122245f8-ac62-4324-a138-aaffa2888c26,https://ckan-d4s.d4science.org/,Mapping115,1e50e6c3-ae38-4653-8b3f-80e9ba97c6f7,100,84,39a1793a-2796-4dfb-a0c8-da5d548d2360,16172,
